"4ms Company"
"PCBA Project:","mp257-devboard","Revision: ","v0.1"
"EMAIL:","4ms@4mscompany.com"
"DATE:","2026-04-01"

"Group","Item#","Manufacturer","Manufacter Part#","Designator","Quantity","Designation","Package","Comments","Supplied by:"
"","1","","","D1, D2","2","ESD5Zxx","D_SOD-523",""
"","2","Hirose","DF40C-80DP-0.4V(51)","J1, J2","2","Pins_02x40_P0.4mm_W3.0mm_SMT","Connector-80pin-P0.4mm-W3.0mm",""
"","3","Molex","217179-0001","J3","1","USB-C_Receptacle_Molex_2171790001","USB_C_Receptacle_Molex_2171790001",""
"","4","","","J7","1","Conn_02x20_Odd_Even","Connector-40pin-P0.4mm-W3.0mm",""
"","5","","","SJ1","1","Jumper","JUMPER_SMD_1x2",""
"","6","STMICROELECTRONICS","STM32MP257FAK3","U1","1","STM32MP257FAK3 MPU","TFBGA-424_14x14mm_P0.5_STM_AK",""
"","7","","","U9","1","MCP1501-18xCH","SOT-23-6",""
"","8","Winbond","W664GG6RB","U15","1","MT40A1G16TB-062E IT:F","FBGA-96_Layout2x3x16_Body8x14_P0.8mm",""
"","9","STMICROELECTRONICS","STPMIC25APQR","U26","1","STPMIC25APQR","QFN-56_EP_7x7_Pitch0.4mm",""
"A","10","CTS","219-2MST","BOOT0_2","1","SW_DIP_x02_CTS_219-2MST, DIP Switch SPST x 2, Gull wing P2.54mm, 6.7x6.55mm Body, 8.6mm Rows","SW_DIP_SPSTx02_CTS_219-2MSTR",""
"A","11","Yageo","CC0201MRX5R5BB105","C1, C2, C3, C4, C5, C6, C7, C8, C10, C11, C12, C13, C15, C44, C45, C46, C47, C48, C49, C50, C51, C52, C58, C59, C64, C68, C69, C70, C71, C72, C74, C75, C76, C77, C82, C252, C260","37","1uF_0201_4V, 1uF, Min. 4V 10%, X7R or X5R or X6S or similar","C0201_TightCourtyard",""
"A","12","Murata","GRT033C81E104KE01D","C16, C17, C192, C195, C196, C201, C220, C236, C237, C238, C239, C240, C244, C246, C248, C251, C253","17","100nF_0201_16V, 0.1uF, Min. 16V 10%, X7R or X5R or X6S or similar","C0201_TightCourtyard",""
"A","13","Taiyo Yuden","LMK212BBJ226MG-T","C19, C21, C152, C157, C186, C187, C193, C204, C206, C207","10","22uF_0805_10V, 22uF, Min. 10V, 20%, X5R or X7S or similar, 0805, MLCC","C0805",""
"A","14","Murata","GRM188R61A106KE69D","C20, C29, C30, C32, C38, C88, C184, C199","8","10uF_0603_10V, 10uF, Min. 10V X5R 10%","C0603",""
"A","15","Murata","GRM188R60J226MEA0J","C22, C23, C24, C26, C27, C28, C35, C36, C37, C41, C131, C145, C183, C200, C202, C211","16","22uF_0603_6.3V, 22uF, 6.3V,10%,X5R or X7R,0603","C0603",""
"A","16","Yageo","CC0402KRX7R7BB103","C33","1","10nF_0402_16V, 10nF, Min. 16V 10%, X7R or X5R or similar","C0402",""
"A","17","","","C39, C40, C53, C194","4","10uF_0402_6.3V, 10uF, Min. 6.3V, 0402, Ceramic/MLCC","C0402",""
"A","18","Taiyo Yuden","GMK105CC6105KV-F","C42, C43, C153, C154, C188","5","1uF_0402_25V, 1uF, Min. 25V, 0402, Ceramic/MLCC","C0402",""
"A","19","Murata","GCM155R71C104KA55D","C60, C61, C62, C63, C83, C84, C85, C87, C120, C128, C129, C130, C146, C147, C148, C149, C151, C203, C205, C210, C212, C213, C214, C215, C216, C218, C219, C234","28","100nF_0402_16V, 0.1uF, Min. 16V 10%, X7R or X5R or similar","C0402",""
"A","20","Yageo","CC0402CRNPO9BN6R8","C90, C92","2","6.8pF_0402_25V, 6.8pF, Min. 25V 10%, NP0/C0G","C0402",""
"A","21","Murata","GRM155R60J475ME47","C91, C142, C156, C189, C190, C208, C209, C217, C1141","9","4.7uF_0402_6.3V, 4.7uF, Min. 6.3V 20%, X7R or X5R or similar","C0402",""
"A","22","","","C225","1","4.7uF_0201_6.3V, 4.7uF, Min. 6.3V 10%, X7R or X5R or X6S or similar","C0201_TightCourtyard",""
"A","23","","","C235","1","2.2uF_0201_10V, 2.2uF, Min. 10V 10%, X7R or X5R or X6S or similar","C0201_TightCourtyard",""
"A","24","Murata","DFE201610E-2R2M=P2","L1, L6","2","2.2uH_1.7A_2016, 2.2uH, Isat>2.4A, Imax>=1.7A, Rdc<=120mOhms, shielded","COIL_2016_Murata_Handsolder",""
"A","25","Murata","DFE252012F-R68M=P2","L2, L4","2","0.68uH_3.9A_2520, 0.68uH, Isat>5.4A, Imax>=3.9A, Rdc<=50mOhms, shielded","COIL_2520_TOKO_Handsolder",""
"A","26","Murata","DFE201610E-R68M=P2","L3, L5, L7","3","0.68uH_3.1A_2016, 0.68uH, Isat>4.3A, Imax>=3.1A, Rdc<=50mOhms, shielded","COIL_2016_Murata_Handsolder",""
"A","27","Yageo","RC0402FR-0710KL","R1, R9, R15, R16, R17, R27, R72, R163, R272","9","10k_0402, 10k, 1%, 1/16W, 0402","R0402",""
"A","28","Yageo","RC0402FR-070RL","R2, R11, R46, R57, R59, R60, R81, R267, R286","9","0Ω_0402, 0Ω, 1%, 1/16W, 0402","R0402",""
"A","29","Yageo","RC0402FR-07430KL","R4","1","430k_0402, 430k, 1%, 1/16W, 0402","R0402",""
"A","30","Yageo","RC0402FR-07620KL","R5","1","620k_0402, 620k, 1%, 1/16W, 0402","R0402",""
"A","31","Yageo","RC0402FR-07200RL","R13, R14","2","200Ω_0402, 200Ω, 1%, 1/16W, 0402","R0402",""
"A","32","Yageo","RC0402FR-07240RL","R75","1","240Ω_0402, 240Ω, 1%, 1/16W, 0402","R0402",""
"A","33","Yageo","RC0402FR-071KL","R141, R142","2","1k_0402, 1k, 1%, 1/16W, 0402","R0402",""
"A","34","Yageo","RC0402FR-0756RL","R165, R166, R167, R168, R169, R170, R171, R175, R176, R177, R178, R180, R182, R183, R185, R186, R187, R188, R189, R190, R191, R192, R193, R194","24","56Ω_0402, 56Ω, 1%, 1/16W, 0402","R0402",""
"A","35","","","R174","1","240Ω_0201, 240Ω, 5%, 0201","R0201_0603Metric",""
"A","36","Yageo","RC0402FR-07100RL","R181","1","100Ω_0402, 100Ω, 1%, 1/16W, 0402","R0402",""
"A","37","Yageo","RC0402FR-071K5L","R260, R261","2","1.5k_0402, 1.5k, 1%, 1/16W, 0402","R0402",""
"A","38","C&K Switches","PTS526 SM15 SMTR2 LFS","S2, S3","2","SW_Push_PTS526 SM15 SMTR2 LFS, Tact button, NO, ","Button_Tact_PTS526",""
"A","39","STMicroelectronics","USBLC6-2SC6","U3","1","USBLC6-2SC6, ESD Protection, pins 3+4, 1+6 shorted","SOT-23-6",""
"A","40","Winbond","W25Q128JVSIQ","U5","1","NORFLASH_W25Q128JV, 16Mbit QSPI NOR FLASH, 4kb uniform sectors","SOIC-8_5.28x4.9mm_Pitch1.27mm",""
"A","41","ECS","","X2","1","40MHz_6.8pF_2x1.6mm, 40MHz 6.8pF Crystal Resonator, 10ppm, 2016 2x1.6mm","Crystal_2.0x1.6mm_4pin",""
"AB","42","Molex","104031-0811","CON1","1","microSDCon_SMT_104031-0811, MicroSD Card Conn Horiz SMT","CardSlot_MicroSD_Molex_104031-0811",""
"AB","43","Samtec","FTSH-105-01-F-DV","J6","1","Pins_02x05_P1.27mm_SMT, Header 2x5 Pins, Pitch=1.27mm, Pin Height=3mm, Vertical, SMT","Pins_2x05_1.27mm_SMD",""
"B","44","Samtec","TSW-104-08-T-D-RA","J4","1","Pins_02x04_RightAngle_P2.54mm_TH, HEADER 2x4 MALE PINS 0.100” 90deg Right Angle","Pins_2x04_P2.54mm_Horizontal_CroppedSilk",""
